,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
4256,4256,US,"Full bodied and stuffed with fresh fruit flavors, this dry wine made from grapes from three North Coast California counties smells and tastes like dark grape juice and ripe black cherries. The texture is lively but smooth, and the wine has a light tangy quality to balance its richness.",88,18.0,California,The Federalist 2014 Honest Red (California),Red Blend,full bodied stuff fresh fruit flavor dry wine make grape three north coast california county smell taste like dark grape juice ripe black cherry texture lively smooth wine light tangy quality balance richness
4257,4257,Argentina,"Roasted gritty berry and plum aromas suggest moderate ripeness. This feels drawing, tannic and in reverse, meaning it grows harder as it breathes. Dry, lightly salty blackberry and pepper flavors finish spicy, minty and oaky, alongside raw tannins.",88,15.0,Mendoza Province,Chaman 2014 Cabernet Franc (Mendoza),Cabernet Franc,roasted gritty berry plum aroma suggest moderate ripeness feels draw tannic reverse meaning grow hard breathe dry lightly salty blackberry pepper flavor finish spicy minty oaky alongside raw tannin
4258,4258,Italy,"Aromas of fig, baked plum, vanilla and a whiff of resin emerge on this forward wine. The evolved palate offers raisin, stewed fruit and clove alongside round tannins, but most of the fruit has dried up.",85,19.0,Piedmont,Le Vigne di Ca' Nova 2011 Bric de Maschi  (Barbera d'Alba Superiore),Barbera,aromas fig bake plum vanilla whiff resin emerge forward wine evolve palate offer raisin stew fruit clove alongside round tannin fruit dry
4259,4259,Chile,"Leafy aromas of olive and herbal berry fruits lead the nose. This cool-climate Merlot is light in body and restrained, with juicy acidity. Herbal plum, green bean and bell pepper flavors finish short and snappy.",85,17.0,Casablanca Valley,Lomas del Valle 2014 Coastal Cool Climate Estate Bottled Merlot (Casablanca Valley),Merlot,leafy aromas olive herbal berry fruit lead nose cool - climate merlot light body restrain juicy acidity herbal plum green bean bell pepper flavor finish short snappy
4260,4260,US,"This blend holds Merlot, Cabernet Sauvignon, Malbec and Petit Verdot. Aromas of fresh herbs, jalapeño peppers and cherries lead to medium-bodied cherry and raspberry flavors backed by soft tannins.",85,13.0,Washington,Lone Birch 2013 Red (Yakima Valley),Bordeaux-style Red Blend,blend hold merlot cabernet sauvignon malbec petit verdot aromas fresh herb jalapeño peppers cherry lead medium - bodied cherry raspberry flavor back soft tannin
4261,4261,US,"Baking spice, vanilla, dill and cherry aromas lead to a mixture of barrel and fruit flavors, with the oak tannins bringing a sense of astringency.",85,17.0,Washington,Maryhill 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,bake spice vanilla dill cherry aroma lead mixture barrel fruit flavor oak tannin bring sense astringency
4262,4262,France,"A strongly perfumed wine, this is soft and just off-dry in character with some sucrosity. Crisp, fresh berry fruits are laced with acidity and finished with orange zest.",85,16.0,France Other,Domaine Terre de Mistral 2014 Mireille Rosé (Mediterranée),Rosé,strongly perfume wine soft off - dry character sucrosity crisp fresh berry fruit lace acidity finish orange zest
4263,4263,US,"This dry, puckering wine driven by 76% Cabernet Sauvignon also contains 11% Merlot, 10% Petit Verdot and 3% Cabernet Franc. The flavors tend toward the dried cherry, cranberry side of taste, with the oak dense and overpowering.",85,50.0,California,Barlow 2012 Barrouge Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,dry pucker wine drive 76 cabernet sauvignon also contain 11 merlot 10 petit verdot 3 cabernet franc flavor tend toward dry cherry cranberry side taste oak dense overpowering
4264,4264,Spain,"Leather and citrus aromas unleash a mild chemical note on the nose of this Monastrell-Syrah-Cabernet Sauvignon blend. A solid palate with hard, poking tannins leads to cherry flavors that veer towards bitterness. This finishes woody, dry and slightly bitter.",85,11.0,Levante,Caracol Serrano 2013 Red (Jumilla),Red Blend,leather citrus aroma unleash mild chemical note nose monastrell - syrah - cabernet sauvignon blend solid palate hard poking tannin lead cherry flavor veer towards bitterness finish woody dry slightly bitter
4265,4265,France,"High in acidity, this Merlot, Cabernet Sauvignon and Cabernet Franc blend is a crisp, with red-fruit flavors. It is bright and fresh, with light tannins that give structure to the fruits. Drink now.",85,15.0,Bordeaux,Château de la Bouyère 2013  Bordeaux,Bordeaux-style Red Blend,high acidity merlot cabernet sauvignon cabernet franc blend crisp red - fruit flavor bright fresh light tannin give structure fruit drink
4266,4266,France,"This Merlot/Cabernet Sauvignon/Malbec blend is balanced with attractive juicy acidity and red berry flavors, leaving a perfumed aftertaste. As a light wine to drink young, this Carreau family wine is attractive.",85,14.0,Bordeaux,Château la Croix Saint-Pierre 2013  Blaye Côtes de Bordeaux,Bordeaux-style Red Blend,merlot / cabernet sauvignon / malbec blend balance attractive juicy acidity red berry flavor leave perfume aftertaste light wine drink young carreau family wine attractive
4267,4267,US,"Cabernet Sauvignon, Merlot, Malbec and Syrah all play a part in this wine. Pink-red in color and ripely sweet in stone fruit, it conveys intense, full-bodied layers of tannin and texture.",85,18.0,California,Simi 2014 Dry Rosé (Sonoma County),Rosé,cabernet sauvignon merlot malbec syrah play part wine pink - red color ripely sweet stone fruit convey intense full - bodied layer tannin texture
4268,4268,US,"A blend of Sangiovese (53%), Cabernet Sauvignon (35%) and Merlot, this wine is aromatically locked up with notes of wet copper penny, cherry and herbs. The flavors are soft in feel with the oak seemingly dialed back. With time, the aromas and flavors may join together better.",85,26.0,Washington,SuLei 2012 Dona Rae Red (Columbia Valley (WA)),Red Blend,blend sangiovese 53 cabernet sauvignon 35 merlot wine aromatically lock note wet copper penny cherry herb flavor soft feel oak seemingly dial back time aroma flavor may join together well
4269,4269,US,"With 20% Merlot and 5% Cabernet Franc, this wine is muted yet robust, speaking with a loud voice of tannin and power. Simple and soft, it's ready to enjoy now.",85,25.0,California,Topanga 2012 Black and White Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,20 merlot 5 cabernet franc wine mute yet robust speak loud voice tannin power simple soft ready enjoy
4270,4270,US,"Abundant and ripe cherry aromas combine with rich plum flavors and a soft, easy texture in this medium-bodied wine. It's all about sweet fruit and softness.",85,10.0,California,Belle Ambiance 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,abundant ripe cherry aroma combine rich plum flavor soft easy texture medium - bodied wine sweet fruit softness
4271,4271,France,"This medium-bodied white blend is simple, fruity and fresh, dominated by aromas and flavors of pear, pineapple and melon.",85,15.0,Rhône Valley,Louis Bernard 2014 White (Côtes du Rhône),Rhône-style White Blend,medium - bodied white blend simple fruity fresh dominate aromas flavor pear pineapple melon
4272,4272,US,"The nose of this nimble-footed Chardonnay is delicate, rendering soft whispers of crisp apricot and yellow peach. It's not a deeply concentrated wine, but refreshingly brisk and mineral.",85,14.0,New York,Lucas Vineyards 2012 Chardonnay (Finger Lakes),Chardonnay,nose nimble - foot chardonnay delicate render soft whisper crisp apricot yellow peach deeply concentrate wine refreshingly brisk mineral
4273,4273,Italy,"This simple, informal red opens with delicate aromas of berry, violet and clove. The lively but rather diluted palate offers tart cherry and orange peel alongside racy acidity.",85,19.0,Piedmont,Marchesi di Barolo 2014 Ruvei  (Barbera d'Alba),Red Blend,simple informal red open delicate aromas berry violet clove lively rather diluted palate offer tart cherry orange peel alongside racy acidity
4274,4274,US,"This is tasty, quite ripe and bold in flavor but comfortable in mouthfeel. Soft tannins are apparent and lend some grip to the texture while the acidity is very low and the finish short.",85,12.0,California,Mirassou 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,tasty quite ripe bold flavor comfortable mouthfeel soft tannin apparent lend grip texture acidity low finish short
4275,4275,US,"This is a fruit-forward wine, with aromas of red and black currant and herbs with a spice top note. The flavors are sweet and tangy, going down easy.",85,10.0,Washington,Hogue 2013 Merlot (Columbia Valley (WA)),Merlot,fruit - forward wine aroma red black currant herb spice top note flavor sweet tangy go easy
4276,4276,US,"Aromas are surprisingly light for the variety, with notes of lime leaf and pear. It drinks off dry, with a lightly spritzy feel.",85,11.0,Washington,Hogue 2014 Riesling (Yakima Valley),Riesling,aromas surprisingly light variety note lime leaf pear drink dry lightly spritzy feel
4277,4277,France,"This is an attractive, simple and, yes, an easy wine to drink. It has a pretty orange-pink color, crisp citrus fruit and the freshest final acidity.",85,,France Other,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2014 Easy Rosé (Mediterranée),Rosé,attractive simple yes easy wine drink pretty orange - pink color crisp citrus fruit fresh final acidity
4278,4278,France,"This wine is stalky with wild blackberry fruits and spicy acidity. It has a crisp edge, with a fresh character that comes through the herbal tannic flavors. It is all youth and fruit, so will be better from 2016. Chill lightly before drinking.",85,20.0,France Other,Les Rocailles 2014 Saint-Jean-de-la-Porte Mondeuse (Vin de Savoie),Mondeuse,wine stalky wild blackberry fruit spicy acidity crisp edge fresh character come herbal tannic flavor youth fruit well 2016 . chill lightly drink
4279,4279,France,"Sweet and sparkling, this light, fresh wine is delicious on a hot day or as an apéritif. It is crisp with red berry fruits and a soft, sweet aftertaste that is cut with acidity.",85,24.0,France Other,Les Rocailles NV Caprice Gamay (Vin de France),Gamay,sweet sparkling light fresh wine delicious hot day apéritif crisp red berry fruit soft sweet aftertaste cut acidity
4280,4280,US,"A red table wine (RTW) combining Cabernet Sauvignon, Merlot and Cabernet Franc, this is stewy, dry and tannic, still puckering from two years spent in French oak. Let it open before settling in.",85,49.0,California,Vin Roc 2011 RTW Red (Napa Valley),Bordeaux-style Red Blend,red table wine rtw combine cabernet sauvignon merlot cabernet franc stewy dry tannic still pucker two year spend french oak let open settling
4281,4281,US,"Disgorged in April 2014 four years after harvesting French Colombard from a single vineyard, this méthode champenoise wine is slightly odd in sour lemon and apple, unsure how far to take its acidity. It's a curiosity worth trying, but it won't be for everyone.",85,42.0,California,Woodenhead 2010 Naturale Single Vineyard Sparkling Colombard (Russian River Valley),Colombard,disgorge april 2014 four year harvesting french colombard single vineyard méthode champenoise wine slightly odd sour lemon apple unsure far take acidity curiosity worth try will not everyone
4282,4282,France,"Aromas of wood dominate this 100% Merlot aged in oak for 12 months, which also shows on the palate. It is concentrated and firm with acidity although not much fruit yet. Give this wine until 2017. Franck Cot took over the family estate in 1996. The vineyard was certified sustainable in 2011.",85,,Bordeaux,Château Siffle Merle 2012 Cuvée Prestige  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,aromas wood dominate 100 merlot aged oak 12 month also show palate concentrated firm acidity although much fruit yet give wine 2017 . franck cot take family estate 1996 . vineyard certify sustainable 2011
4283,4283,US,"There's a funkiness to this full-bodied wine, from undetermined provenance within the county. Thick in black cherry, it's straightforward and not fussy.",85,28.0,California,Cosa Obra 2013 Pinot Noir (Sonoma County),Pinot Noir,funkiness full - bodied wine undetermined provenance within county thick black cherry straightforward fussy
4284,4284,France,Three years aging have softened the tight acidity of this wine and given it a rounded and creamy character. It still has great freshness and a light touch of apple and crisp grapefruit. Drink this attractive wine now.,85,,Loire Valley,Domaine de Beauregard 2012 Sur Lie  (Muscadet Sèvre et Maine),Melon,three year aging soften tight acidity wine give rounded creamy character still great freshness light touch apple crisp grapefruit drink attractive wine
4285,4285,Spain,"Lemon-lime aromas are clean but basic. A tangy juice-like palate tastes of briny citrus fruits, while the finish shows standard lime and green-apple flavors.",85,12.0,Catalonia,Freixenet NV Cordon Negro Brut Sparkling (Cava),Sparkling Blend,lemon - lime aroma clean basic tangy juice - like palate taste briny citrus fruit finish show standard lime green - apple flavor
4286,4286,Spain,"Dusty strawberry and cherry aromas are modest and fruity. This Garnacha Tintorera is fresh and zesty on the palate, with candied raspberry and red-plum flavors. A mellow, light finish will raise no eyebrows.",85,10.0,Central Spain,Santa Quiteria 2013 BT Bodega Tintoralba Garnacha Tintorera (Almansa),Garnacha Tintorera,dusty strawberry cherry aromas modest fruity garnacha tintorera fresh zesty palate candy raspberry red - plum flavor mellow light finish raise eyebrow
4287,4287,Spain,"Scratchy aromas of red fruits register as raw, with a note of animal hide. This feels racy and wild, but lively. Briny, rugged flavors of raspberry and plum finish tart, with a pickled note that won't let go.",85,15.0,Levante,La Purísima 2013 Alphabet Wines Monastrell (Yecla),Monastrell,scratchy aromas red fruit register raw note animal hide feel racy wild lively briny rugged flavor raspberry plum finish tart pickle note will not let go
4288,4288,France,"Mumm's new generation of Cordon Rouge bottlings is a pleasure. The wine has depth and great full swathes of pear and red apple fruit flavors. It is well integrated, with initial softness tightened up with acidity and yeast flavors.",89,31.0,Champagne,G. H. Mumm NV Cordon Rouge Brut  (Champagne),Champagne Blend,mumm new generation cordon rouge bottling pleasure wine depth great full swathe pear red apple fruit flavor well integrate initial softness tighten acidity yeast flavor
4289,4289,US,"Quite a good Chardonnay for the price. Shows classic flavors of pineapples, pears and apples, enriched with smoky oak and vanilla, and folded into a creamy texture. Good value, and easy to find, with 7,800 cases produced.",89,14.0,California,Guenoc 2007 Chardonnay (Lake County),Chardonnay,"quite good chardonnay price show classic flavor pineapple pear apple enrich smoky oak vanilla fold creamy texture good value easy find 7,800 case produce"
4290,4290,US,"A blend of all five Bordeaux red varieties, this dry, complex young wine has plenty of elegance. The blackberry, currant, tobacco and cedar flavors have a nice balance of dried herbs. Very nice now.",89,35.0,California,Valley of the Moon 2006 Cuvée de la Luna Red (Sonoma County),Bordeaux-style Red Blend,blend five bordeaux red variety dry complex young wine plenty elegance blackberry currant tobacco cedar flavor nice balance dry herb nice
4291,4291,US,"Strikes a welcome note in California white wines with its extreme dryness and crisp, minerally freshness. With tart flavors of citrus, apricot and Asian pear, it's a great restaurant wine.",89,24.0,California,Pey-Marin 2008 The Shell Mound Riesling (Marin County),Riesling,strike welcome note california white wines extreme dryness crisp minerally freshness tart flavors citrus apricot asian pear great restaurant wine
4292,4292,US,"Saintsbury's Garnet bottling established the tradition in California of a lighter-style, but no less elegant, Pinot Noir that retails at a decent price. The '08 doesn't disappoint. It's silky and crisp, with ripe flavors of cherries, raspberries, cola and sandalwood. Now–2011.",89,20.0,California,Saintsbury 2008 Garnet Pinot Noir (Carneros),Pinot Noir,saintsbury garnet bottle establish tradition california light - style less elegant pinot noir retail decent price not disappoint silky crisp ripe flavor cherry raspberry cola sandalwood now–2011
4293,4293,Chile,"Meaty and leathery on first blush, with chunky dark-fruit aromas leading to a beefy palate with pure plum and blackberry flavors. Thick, layered and relatively deep, with a good DNA and commendable purity and overall quality. Very close to top-level Cab from Chile, with 15% Carmenère and 5% Petit Verdot.",89,25.0,Maule Valley,Simone 2006 Grand Reserve Red (Maule Valley),Bordeaux-style Red Blend,meaty leathery first blush chunky dark - fruit aroma lead beefy palate pure plum blackberry flavor thick layer relatively deep good dna commendable purity overall quality close top - level cab chile 15 carmenère 5 petit verdot
4294,4294,Italy,"Calvarino is another gorgeous expression of Soave Classico from producer Pieropan, widely considered a quality leader in the area. There are deep layers here of flavor and aromas that include peach, nectarine, almond and thick honey. It has good density and persistency in the mouth.",89,30.0,Veneto,Pieropan 2006 Calvarino  (Soave Classico),White Blend,calvarino another gorgeous expression soave classico producer pieropan widely consider quality leader area deep layer flavor aroma include peach nectarine almond thick honey good density persistency mouth
4295,4295,Greece,"A snappy nose of citrus and grapefruit is followed by a very pretty balance of fresh apples and citrus and spice. Aromatic but dry, it will pair well with spicy cuisine or grilled seafood.",89,20.0,Drama,Domaine Costa Lazaridi 2008 Château Julia Assyrtiko Assyrtico (Drama),Assyrtico,snappy nose citrus grapefruit follow pretty balance fresh apple citrus spice aromatic dry pair well spicy cuisine grill seafood
4296,4296,US,"Very pretty and soft upon entry, with tangy boysenberry fruit, this young Syrah is sharply defined and buoyed by sharp acids. Lightly floral and still a bit yeasty, it offers scents of brioche, orange blossom and sweet grape candy. An elegant, feminine Syrah.",89,45.0,Washington,Dunham 2006 Syrah (Columbia Valley (WA)),Syrah,pretty soft upon entry tangy boysenberry fruit young syrah sharply define buoy sharp acid lightly floral still bit yeasty offer scent brioche orange blossom sweet grape candy elegant feminine syrah
4297,4297,Italy,"Tight and lean, this expression from Mt. Etna boasts delicate aromas of light blueberry, forest fruit, blue flower and smoky ash. There's power and structure here and the wine could stand up to lamb, pork or veal.",89,28.0,Sicily & Sardinia,Graci 2007  Etna,Nerello Mascalese,tight lean expression mt etna boast delicate aroma light blueberry forest fruit blue flower smoky ash power structure wine could stand lamb pork veal
4298,4298,US,"A beautifully dry Gewürz that shows the variety's exotic, spicy personality, and frames it in a crisp texture of acidity and minerality. Brims with stimulating flavors of lychee, peaches, mangos, apples, honeysuckle flower and just about every spice you can name. Right up there with the best.",89,21.0,California,Gundlach Bundschu 2008 Estate Vineyard Gewürztraminer (Sonoma Valley),Gewürztraminer,beautifully dry gewürz show variety exotic spicy personality frame crisp texture acidity minerality brim stimulate flavor lychee peach mango apple honeysuckle flower every spice name right well
4299,4299,US,"This appealing, southern Rhône blend is a Châteauneuf-du-Pape style, with lush, forward red fruits and pleasing traces of the estate vineyard's characteristic dusty tannins.",89,42.0,Washington,Alexandria Nicole 2007 Member's Only Red Red (Horse Heaven Hills),Red Blend,appeal southern rhône blend châteauneuf - du - pape style lush forward red fruit please trace estate vineyard characteristic dusty tannin
4300,4300,Italy,"Rosso di Verzella is a rich expression from Mt. Etna with luscious aromas of barbecue smoke, bacon, wild berry and slate roof. The wine is elegant and powerful at the same time and offers a fine berry texture in the mouth.",89,25.0,Sicily & Sardinia,Benanti 2006 Rosso di Verzella  (Etna),Red Blend,rosso di verzella rich expression mt etna luscious aroma barbecue smoke bacon wild berry slate roof wine elegant powerful time offer fine berry texture mouth
4301,4301,US,"The Calico White is one of the state's most popular white blends, and is moving step by step toward an all-Rhône effort, now 44% Viognier 37% Roussanne, and just 19% Chardonnay. Winemaker Steffan Jorgensen deftly blends vineyards and AVAs to craft a refreshing, lightly-oaked wine with lime, lemon, pale peach and quinine.",89,16.0,Washington,Bergevin Lane 2008 Calico White White (Columbia Valley (WA)),White Blend,calico white one state popular white blend move step step toward all - rhône effort 44 viognier 37 roussanne 19 chardonnay winemaker steffan jorgensen deftly blend vineyard avas craft refresh lightly - oake wine lime lemon pale peach quinine
4302,4302,France,"Fine minerality here, with a wine that brings out balanced grapefruit acidity along with some pear juice and green apple skins. The texture is soft, everything well in balance to give a fine apéritif style of wine.",89,45.0,Champagne,Boizel NV Chardonnay Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,fine minerality wine bring balanced grapefruit acidity along pear juice green apple skin texture soft everything well balance give fine apéritif style wine
4303,4303,France,"Dense, dark wine, with good black plum, fig, coffee and sweet raisin flavors. The ripe tannins fit well into this fruit mélange, with definite richness from new wood. There is good, juicy power here, as the wine finishes well with both dry tannin and fresh acidity.",89,24.0,Bordeaux,Château Barreyres 2006  Haut-Médoc,Bordeaux-style Red Blend,dense dark wine good black plum fig coffee sweet raisin flavor ripe tannin fit well fruit mélange definite richness new wood good juicy power wine finish well dry tannin fresh acidity
4304,4304,Italy,"This is a thick, masculine Amarone with dense extraction and soda- like qualities of root beer, smoked bacon, A1 Steak Sauce and beef jerky. It delivers enormous power and concentration followed by a thick, meaty feel.",89,,Veneto,Tommasi 2004 Il Sestante Vigneto Monte Masua  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",thick masculine amarone dense extraction soda- like quality root beer smoke bacon a1 steak sauce beef jerky deliver enormous power concentration follow thick meaty feel
4305,4305,Italy,"VillaBella delivers a generous Amarone from the Classico zone with loads of spice and characteristic blackberry and cherry fruit. On the one hand, the wine tastes a bit overripe with strawberry marmalade. On the other, the firm tannins and natural freshness keep it in check. Age this wine another five years.",89,43.0,Veneto,Vigneti Villabella 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",villabella deliver generous amarone classico zone load spice characteristic blackberry cherry fruit one hand wine taste bit overripe strawberry marmalade firm tannin natural freshness keep check age wine another five year
4306,4306,New Zealand,"This is a nicely made Marlborough Sauvignon at an attractive price, with herbal, grassy notes and a touch of bell pepper backed by underlying tropical fruit. It's round without being soft, retaining sufficient crispness to serve alone or with seafood.",89,15.0,Marlborough,Wairau River 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,nicely make marlborough sauvignon attractive price herbal grassy note touch bell pepper back underlie tropical fruit round without soft retain sufficient crispness serve alone seafood
4307,4307,Italy,"Here's an austere Amarone with overripe notes of fruit preserve, blackberry jelly, moist tobacco, leather, spice and root beer. The wine backs dense concentration with amazing intensity of aromas. It's sweet and sour at the same time with firm tannins.",89,50.0,Veneto,Le Ragose 2003  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",austere amarone overripe note fruit preserve blackberry jelly moist tobacco leather spice root beer wine back dense concentration amazing intensity aroma sweet sour time firm tannin
4308,4308,US,"Lots of juicy blackberry, cassis and cedar flavors in this dry, full-bodied young wine. But it's also very tannic, with a lockdown astringency. Seems to have the stuffing for more than six years in the cellar.",89,45.0,California,Martin Ranch 2005 Thérèse Vineyards Estate Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,lot juicy blackberry cassis cedar flavor dry full - bodied young wine also tannic lockdown astringency seem stuff six year cellar
4309,4309,US,"A lovely Syrah. With its touch of spicy bacon, it shows lush flavors of blackberries, black pepper and sandalwood, wrapped into firm but gentle tannins. Easy to drink with garlicky roast lamb.",89,30.0,California,Newsome-Harlow 2006 Syrah (Calaveras County),Syrah,lovely syrah touch spicy bacon show lush flavor blackberry black pepper sandalwood wrap firm gentle tannin easy drink garlicky roast lamb
4310,4310,Italy,"There's a lot of mature fruit and some strawberry jam here backed by prunes, raisins, tobacco, incense and cola. Pretty nuances of white stone and dried hay appear on the nose and the wine ends with sweet, sticky flavors of ripe berry.",89,90.0,Veneto,Guerrieri Rizzardi 2003 Villa Rizzardi  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",lot mature fruit strawberry jam back prune raisin tobacco incense cola pretty nuance white stone dry hay appear nose wine end sweet sticky flavor ripe berry
4311,4311,Chile,"A touch mossy and herbal on the nose, but also poised, balanced and inviting. The palate is juicy and incorporates good mouthfeel, and the flavors of spiced plum have character. Finishes with pepper and toast along with mild tannic bite. Imported by Great Wines Corpora U.S.",89,22.0,Aconcagua Valley,Porta 2007 Gran Reserva Syrah (Aconcagua Valley),Syrah,touch mossy herbal nose also poise balanced invite palate juicy incorporate good mouthfeel flavor spice plum character finish pepper toast along mild tannic bite import great wine corpora u.s
4312,4312,US,"A beautiful Sauvignon Blanc that does everything you want with this variety. It's basically dry and crisp in acidity, with polished flavors of lemongrass, pineapple tart, vanilla, buttered toast and steely minerals. Really nice wine at a great price.",89,13.0,California,Ledgewood Creek 2007 Estate Grown Sauvignon Blanc (Suisun Valley),Sauvignon Blanc,beautiful sauvignon blanc everything want variety basically dry crisp acidity polish flavors lemongrass pineapple tart vanilla butter toast steely mineral really nice wine great price
4313,4313,France,"Typically Nairac, this is elegant and delicate, with great freshness and acidity. While it is not hugely concentrated, it is beautifully ripe, an aperitif style rather than for dessert.",89,,Bordeaux,Château Nairac 2004  Barsac,Bordeaux-style White Blend,typically nairac elegant delicate great freshness acidity hugely concentrate beautifully ripe aperitif style rather dessert
4314,4314,Spain,"Probably the best wine from this producer that we've rated. It's meaty and rich, with mocha, crusty oak, aged cheese and kirsch aromas. The palate is juicy and balanced, with licorice, blackberry, blueberry and other dark, ripe flavors. Finishes lengthy and toasty, with some refinement. 1,500 cases made.",89,25.0,Northern Spain,Cosme Palacio y Hermanos 2004 Reserva  (Rioja),Tempranillo Blend,"probably good wine producer rate meaty rich mocha crusty oak aged cheese kirsch aromas palate juicy balanced licorice blackberry blueberry dark ripe flavor finish lengthy toasty refinement 1,500 case make"
4315,4315,France,"Great wafts of white currants come from this delicious—but definitely too young—wine. It is full of flavor, fruity and ripe. There's a good structure from green apple skins and tight acidity. Give it another year.",89,32.0,Loire Valley,Domaine Seguin 2007  Pouilly-Fumé,Sauvignon Blanc,great waft white currant come delicious — but definitely young — wine full flavor fruity ripe good structure green apple skin tight acidity give another year
4316,4316,US,"The king of New York State Riesling pulls it off again. This wine opens with a gorgeous blend of mineral and fruit. The vibrant flavors follow through in the mouth with wet stones, apricot, pear and just a touch of slate. The long, elegant finish justifies every penny of the $18 price tag.",89,18.0,New York,Dr. Konstantin Frank 2007 Dry Riesling (Finger Lakes),Riesling,king new york state riesling pull wine open gorgeous blend mineral fruit vibrant flavor follow mouth wet stone apricot pear touch slate long elegant finish justifie every penny 18 price tag
4317,4317,Portugal,"A 10-year-old that tastes older than its indicated age. There is a strong wood-aged feel to it, the toast and vanilla from wood coming through well. It is also on the dry side, giving it spice rather than molasses. The finish is dense, concentrated.",89,,Port,Gilberts NV 10-Year-Old Tawny  (Port),Port,10 - year - old taste old indicate age strong wood - aged feel toast vanilla wood come well also dry side giving spice rather molasse finish dense concentrated
4318,4318,Portugal,"An elegant Port, its fruit and firm tannins blending effortlessly with blackberry jelly and spice flavors. It is halfway between a sweet and dry style, the sweetness coming from prunes, the dryness from firm tannins. This could probably age a few years in the bottle.",89,26.0,Port,Poças 2001 Late Bottled Vintage  (Port),Port,elegant port fruit firm tannin blend effortlessly blackberry jelly spice flavor halfway sweet dry style sweetness come prune dryness firm tannin could probably age year bottle
4319,4319,US,"This wine offers some meaty fruit flavors that gather round the midpalate and hold there; a big bundle of berries, cherries and plums, annotated with cinnamon and spice. There's even a hint of mint, and the slightest suggestion of fresh cilantro; the only off-note is a little gluey flavor in the finish.",89,40.0,Oregon,Stoller 2006 SV Estate Pinot Noir (Dundee Hills),Pinot Noir,wine offer meaty fruit flavor gather round midpalate hold big bundle berry cherry plum annotate cinnamon spice even hint mint slight suggestion fresh cilantro off - note little gluey flavor finish
4320,4320,Chile,"Toasty and vanilla-scented, with deeper, riper fruit than the Reserva and an extra layer of textural richness. It's plummy, chocolaty and slightly fudge-like in flavor.",89,18.0,Maipo Valley,Tarapaca 2007 Gran Reserva Carmenère (Maipo Valley),Carmenère,toasty vanilla - scent deep riper fruit reserva extra layer textural richness plummy chocolaty slightly fudge - like flavor
4321,4321,Spain,"Lustau calls it dry but Los Arcos definitely has some aromatic and palate sweetness. The nose settles on brown sugar, peach, mixed nuts and honey. It's not super tight or acidic, and thus the palate drips maple and molasses. Medium-bodied and balanced, but with that shot of sugar offset by honest but mellow acids.",89,17.0,Andalucia,Lustau NV Dry Amontillado Los Arcos Sherry (Jerez),Sherry,lustau call dry los arcos definitely aromatic palate sweetness nose settle brown sugar peach mix nuts honey super tight acidic thus palate drip maple molasse medium - bodied balanced shot sugar offset honest mellow acid
4322,4322,Italy,"Here's a Conero Riserva from the estate's San Lorenzo vineyard that holds back nicely in terms of its aromatic intensity and delivers a drinkable, elegant experience instead. The mouthfeel is clean and polished with sweet cherry flavors backed by Asian spice.",89,35.0,Central Italy,Umani Ronchi 2004 Cúmaro Riserva  (Conero),Montepulciano,conero riserva estate san lorenzo vineyard hold back nicely term aromatic intensity deliver drinkable elegant experience instead mouthfeel clean polished sweet cherry flavor back asian spice
4323,4323,US,"Grown in the Sebastopol Hills area, this Pinot tastes very young and jammy and immature. Released at less than a year of age, it's thick and a little heavy, with cherry, currant and mocha flavors not yet meshed with oak. One wonders why the winery didn't hold it back another year or so. But it could develop in the bottle. Try after 2010.",89,48.0,California,W.H. Smith 2007 Umino Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,grow sebastopol hill area pinot taste young jammy immature release less year age thick little heavy cherry currant mocha flavor yet mesh oak one wonder winery not hold back another year could develop bottle try 2010
4324,4324,Australia,"Lifted and juicy, this impressive effort from Western Australia shows woodsy, cedary notes on a restrained nose. The palate is drenched in gorgeous cassis and cherry cordial fruit framed by gentle tannins. The crisp finish will cut through steak or pork dishes. Imported by America Uncorked.",89,25.0,Western Australia,Watershed 2005 Awakening Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,lift juicy impressive effort western australia show woodsy cedary note restrained nose palate drench gorgeous cassis cherry cordial fruit frame gentle tannin crisp finish cut steak pork dish import america uncork
